h1,h2,iteration,learning_rate,sigmoid_testError,tanh_testError
5,3,5000,0.101,0.890462098,1.999998714
5,4,500,0.001,0.884882721,0.36869619
5,4,500,0.011,0.309124368,0.891258171
5,4,500,0.021,0.170367985,1.999584566
5,4,500,0.031,0.165131213,1.999982275
5,4,500,0.041,0.144194225,1.999999962
5,4,500,0.051,0.146362136,1.999999313
5,4,500,0.061,0.366364994,1.999997563
5,4,500,0.071,0.200174752,4.19999795
5,4,500,0.081,0.364988349,4.199991876
5,4,500,0.091,0.89040667,4.199999943
5,4,500,0.101,0.890528934,4.199999999
5,4,800,0.001,0.859444426,0.36480267
5,4,800,0.011,0.174924753,0.378754045
5,4,800,0.021,0.101603188,1.999868518
5,4,800,0.031,0.125660877,1.999975802
5,4,800,0.041,0.128373077,1.999999962
5,4,800,0.051,0.10912566,1.999999302
5,4,800,0.061,0.890520101,1.999997335
5,4,800,0.071,0.153478664,4.199997892
5,4,800,0.081,0.890492027,4.199990018
5,4,800,0.091,0.890486415,4.199999943
5,4,800,0.101,0.890493574,4.199999999
5,4,1000,0.001,0.831268032,0.363207884
5,4,1000,0.011,0.138327093,0.368697239
5,4,1000,0.021,0.100319288,1.999106343
5,4,1000,0.031,0.125516659,1.999967572
5,4,1000,0.041,0.120271074,1.999999962
5,4,1000,0.051,0.074315387,1.999999294
5,4,1000,0.061,0.890505772,1.999997158
5,4,1000,0.071,0.116191745,4.199997852
5,4,1000,0.081,0.890425798,4.199988226
5,4,1000,0.091,0.890482469,4.199999943
5,4,1000,0.101,0.890485859,4.199999999
5,4,1500,0.001,0.728299466,0.36090444
5,4,1500,0.011,0.125718975,0.354324501
5,4,1500,0.021,0.118153403,1.999816326
5,4,1500,0.031,0.123310838,1.999655041
5,4,1500,0.041,0.129937542,1.999999962
5,4,1500,0.051,0.133054498,1.999999275
5,4,1500,0.061,0.890487957,1.999996591
5,4,1500,0.071,0.119654939,4.199997743
5,4,1500,0.081,0.358390384,4.199978716
5,4,1500,0.091,0.890476762,4.199999942
5,4,1500,0.101,0.890477061,4.199999999
5,4,2000,0.001,0.572220769,0.359775232
5,4,2000,0.011,0.126774339,0.937552337
5,4,2000,0.021,0.122246774,1.999838838
5,4,2000,0.031,0.156802673,1.99999086
5,4,2000,0.041,0.133990051,1.999999962
5,4,2000,0.051,0.122545046,1.999999254
5,4,2000,0.061,0.890478511,1.999995741
5,4,2000,0.071,0.131158984,4.19999762
5,4,2000,0.081,0.355859461,4.199892925
5,4,2000,0.091,0.890473658,4.199999942
5,4,2000,0.101,0.890473128,4.199999999
5,4,3000,0.001,0.443107363,0.362644474
5,4,3000,0.011,0.129180869,0.825604209
5,4,3000,0.021,0.132334512,1.999764282
5,4,3000,0.031,0.128338471,1.999985177
5,4,3000,0.041,0.155518105,1.999999962
5,4,3000,0.051,0.157149707,1.999999208
5,4,3000,0.061,0.890460597,1.999991509
5,4,3000,0.071,0.128302909,4.199997324
5,4,3000,0.081,0.354455192,4.2
5,4,3000,0.091,0.890470332,4.199999942
5,4,3000,0.101,0.89046944,4.199999999
5,4,4000,0.001,0.398503659,0.353400372
5,4,4000,0.011,0.130054574,0.85427951
5,4,4000,0.021,0.128816852,1.999462908
5,4,4000,0.031,0.12954381,1.999944594
5,4,4000,0.041,0.129442816,1.999999962
5,4,4000,0.051,0.125714989,1.999999156
5,4,4000,0.061,0.341788163,1.998999382
5,4,4000,0.071,0.128636728,4.19999693
5,4,4000,0.081,0.35384598,4.2
5,4,4000,0.091,0.890468562,4.199999941
5,4,4000,0.101,0.890467676,4.199999999
5,4,5000,0.001,0.345961627,0.074321381
5,4,5000,0.011,0.128590689,0.894579108
5,4,5000,0.021,0.129201706,1.998779281
5,4,5000,0.031,0.129331069,1.99999732
5,4,5000,0.041,0.129070473,1.999999962
5,4,5000,0.051,0.128897993,1.999999097
5,4,5000,0.061,0.357198959,2
5,4,5000,0.071,0.128403096,4.199996377
5,4,5000,0.081,0.353549508,4.2
5,4,5000,0.091,0.890467456,4.199999941
5,4,5000,0.101,0.890466641,4.199999999
5,5,500,0.001,0.799289504,0.088934795
5,5,500,0.011,0.253983905,0.890542313
5,5,500,0.021,0.1976884,1.999943976
5,5,500,0.031,0.108364482,1.999978956
5,5,500,0.041,0.100270754,1.999992424
5,5,500,0.051,0.226871031,1.999999792
5,5,500,0.061,0.188972515,1.999995231
5,5,500,0.071,0.357754468,4.199994629
5,5,500,0.081,0.297008114,2
5,5,500,0.091,0.368695012,5.799995287
5,5,500,0.101,0.359505221,3.999999982
5,5,800,0.001,0.712887591,0.089636457
5,5,800,0.011,0.157940571,0.890361956
5,5,800,0.021,0.12701077,1.999888164
5,5,800,0.031,0.074242823,1.999970614
5,5,800,0.041,0.070746482,1.999990377
5,5,800,0.051,0.107689303,1.99999979
5,5,800,0.061,0.105794954,1.999994065
5,5,800,0.071,0.142448061,4.199993806
5,5,800,0.081,0.35254322,2
5,5,800,0.091,0.363393474,5.799994936
5,5,800,0.101,0.890433563,3.999999982
5,5,1000,0.001,0.65284296,0.093295098
5,5,1000,0.011,0.129768725,0.890293102
5,5,1000,0.021,0.122371408,1.999244522
5,5,1000,0.031,0.076238557,1.999961088
5,5,1000,0.041,0.084599541,1.999988258
5,5,1000,0.051,0.062686345,1.999999789
5,5,1000,0.061,0.124275531,1.999992841
5,5,1000,0.071,0.162222013,4.1999931
5,5,1000,0.081,0.166186502,2
5,5,1000,0.091,0.763742725,5.799994668
5,5,1000,0.101,0.890395301,3.999999982
5,5,1500,0.001,0.541863244,0.100860035
5,5,1500,0.011,0.122360999,0.406863374
5,5,1500,0.021,0.123094659,1.999876299
5,5,1500,0.031,0.10807652,1.999833504
5,5,1500,0.041,0.092850388,1.999973756
5,5,1500,0.051,0.081005781,1.999999786
5,5,1500,0.061,0.150544489,1.999983836
5,5,1500,0.071,0.124573098,4.199990355
5,5,1500,0.081,0.125676166,2
5,5,1500,0.091,0.359606923,5.79999384
5,5,1500,0.101,0.362467242,3.999999982
5,5,2000,0.001,0.483169143,0.107991377
5,5,2000,0.011,0.125721603,0.890351138
5,5,2000,0.021,0.125158235,1.999940965
5,5,2000,0.031,0.131467082,1.999999229
5,5,2000,0.041,0.125336107,1.999999971
5,5,2000,0.051,0.098521889,1.999999782
5,5,2000,0.061,0.12557341,1.999989346
5,5,2000,0.071,0.12632898,4.199983981
5,5,2000,0.081,0.125742209,2
5,5,2000,0.091,0.357102207,5.799992668
5,5,2000,0.101,0.890440499,3.999999982
5,5,3000,0.001,0.409831585,0.119463734
5,5,3000,0.011,0.128979326,0.890462731
5,5,3000,0.021,0.124429965,1.999972928
5,5,3000,0.031,0.125683376,1.999999198
5,5,3000,0.041,0.125407108,1.999999971
5,5,3000,0.051,0.12511267,1.999999775
5,5,3000,0.061,0.128036912,3.999750893
5,5,3000,0.071,0.127698675,2
5,5,3000,0.081,0.12469668,2
5,5,3000,0.091,0.354214397,5.79998758
5,5,3000,0.101,0.368539125,3.999999982
5,5,4000,0.001,0.378768408,0.125963668
5,5,4000,0.011,0.130009137,0.890462719
5,5,4000,0.021,0.129936491,1.999986407
5,5,4000,0.031,0.129974131,1.999999164
5,5,4000,0.041,0.129529504,1.999999971
5,5,4000,0.051,0.129085609,1.999999767
5,5,4000,0.061,0.129249187,2
5,5,4000,0.071,0.128446958,2
5,5,4000,0.081,0.129011475,2
5,5,4000,0.091,0.354001708,5.79991756
5,5,4000,0.101,0.890462669,3.999999982
5,5,5000,0.001,0.313984164,0.129505052
5,5,5000,0.011,0.132124767,0.890462706
5,5,5000,0.021,0.13109752,1.999963032
5,5,5000,0.031,0.13038033,1.999999127
5,5,5000,0.041,0.129738876,1.999999971
5,5,5000,0.051,0.129198486,1.999999759
5,5,5000,0.061,0.129160872,2
5,5,5000,0.071,0.128371563,2
5,5,5000,0.081,0.128820891,2
5,5,5000,0.091,0.122642902,3.999996389
5,5,5000,0.101,0.890462666,3.999999982
